game_id,season,type,date_time,away_team_id,home_team_id,away_goals,home_goals,venue,venue_link
2015030132,20152016,Postseason,4/16/16,4,15,1,2,Providence Park,/api/v1/venues/null
2015030133,20152016,Postseason,4/18/16,15,4,4,1,SeatGeek Stadium,/api/v1/venues/null
2015030134,20152016,Postseason,4/20/16,15,4,1,2,SeatGeek Stadium,/api/v1/venues/null
2015030135,20152016,Postseason,4/22/16,4,15,2,0,Providence Park,/api/v1/venues/null
2015030136,20152016,Postseason,4/24/16,15,4,1,0,SeatGeek Stadium,/api/v1/venues/null
2014030131,20142015,Postseason,4/16/15,5,3,1,2,BBVA Stadium,/api/v1/venues/null
2014030132,20142015,Postseason,4/19/15,5,3,2,3,BBVA Stadium,/api/v1/venues/null
2014030133,20142015,Postseason,4/20/15,3,5,2,1,Children's Mercy Park,/api/v1/venues/null
2014030134,20142015,Postseason,4/22/15,3,5,2,1,Children's Mercy Park,/api/v1/venues/null
2014030135,20142015,Postseason,4/24/15,5,3,1,2,BBVA Stadium,/api/v1/venues/null
2014030311,20142015,Postseason,5/16/15,14,3,1,2,BBVA Stadium,/api/v1/venues/null
2014030312,20142015,Postseason,5/19/15,14,3,4,2,BBVA Stadium,/api/v1/venues/null
2014030313,20142015,Postseason,5/21/15,3,14,3,4,Audi Field,/api/v1/venues/null
2014030314,20142015,Postseason,5/23/15,3,14,3,1,Audi Field,/api/v1/venues/null
2014030315,20142015,Postseason,5/25/15,14,3,2,0,BBVA Stadium,/api/v1/venues/null
2014030316,20142015,Postseason,5/27/15,3,14,5,3,Audi Field,/api/v1/venues/null
2014030317,20142015,Postseason,5/30/15,14,3,2,0,BBVA Stadium,/api/v1/venues/null
2013030151,20132014,Postseason,4/18/14,30,21,2,3,BC Place,/api/v1/venues/null
2013030152,20132014,Postseason,4/20/14,30,21,2,2,BC Place,/api/v1/venues/null
2013030153,20132014,Postseason,4/21/14,21,30,0,1,Exploria Stadium,/api/v1/venues/null
2013030154,20132014,Postseason,4/25/14,21,30,1,2,Exploria Stadium,/api/v1/venues/null
2013030155,20132014,Postseason,4/27/14,30,21,3,2,BC Place,/api/v1/venues/null
2013030156,20132014,Postseason,4/29/14,21,30,2,3,Exploria Stadium,/api/v1/venues/null
2013030157,20132014,Postseason,5/1/14,30,21,3,2,BC Place,/api/v1/venues/null
2015030151,20152016,Postseason,4/15/16,30,25,0,2,SeatGeek Stadium,/api/v1/venues/null
2015030152,20152016,Postseason,4/17/16,30,25,1,2,SeatGeek Stadium,/api/v1/venues/null
2015030153,20152016,Postseason,4/19/16,25,30,3,3,Exploria Stadium,/api/v1/venues/null
2015030154,20152016,Postseason,4/21/16,25,30,3,2,Exploria Stadium,/api/v1/venues/null
2015030155,20152016,Postseason,4/23/16,30,25,3,2,SeatGeek Stadium,/api/v1/venues/null
2015030156,20152016,Postseason,4/24/16,25,30,3,2,Exploria Stadium,/api/v1/venues/null
2014030151,20142015,Postseason,4/17/15,30,19,2,2,Talen Energy Stadium,/api/v1/venues/null
2014030152,20142015,Postseason,4/18/15,30,19,1,2,Talen Energy Stadium,/api/v1/venues/null
2014030153,20142015,Postseason,4/21/15,19,30,0,3,Exploria Stadium,/api/v1/venues/null
2014030154,20142015,Postseason,4/23/15,19,30,4,1,Exploria Stadium,/api/v1/venues/null
2014030155,20142015,Postseason,4/25/15,30,19,2,1,Talen Energy Stadium,/api/v1/venues/null
2014030156,20142015,Postseason,4/26/15,19,30,1,2,Exploria Stadium,/api/v1/venues/null
2014030111,20142015,Postseason,4/15/15,9,8,3,2,Red Bull Arena,/api/v1/venues/null
2014030112,20142015,Postseason,4/17/15,9,8,2,3,Red Bull Arena,/api/v1/venues/null
2014030113,20142015,Postseason,4/19/15,8,9,2,1,Yankee Stadium,/api/v1/venues/null
2014030114,20142015,Postseason,4/22/15,8,9,0,1,Yankee Stadium,/api/v1/venues/null
2014030115,20142015,Postseason,4/24/15,9,8,3,1,Red Bull Arena,/api/v1/venues/null
2014030116,20142015,Postseason,4/26/15,8,9,2,0,Yankee Stadium,/api/v1/venues/null
2013030241,20132014,Postseason,5/4/14,26,24,3,2,Rio Tinto Stadium,/api/v1/venues/null
2013030242,20132014,Postseason,5/6/14,26,24,3,1,Rio Tinto Stadium,/api/v1/venues/null
2013030243,20132014,Postseason,5/9/14,24,26,3,2,Nippert Stadium,/api/v1/venues/null
2013030244,20132014,Postseason,5/11/14,24,26,2,0,Nippert Stadium,/api/v1/venues/null
2013030245,20132014,Postseason,5/13/14,26,24,3,2,Rio Tinto Stadium,/api/v1/venues/null
2013030246,20132014,Postseason,5/15/14,24,26,1,2,Nippert Stadium,/api/v1/venues/null
2013030247,20132014,Postseason,5/17/14,26,24,4,2,Rio Tinto Stadium,/api/v1/venues/null
2014030231,20142015,Postseason,5/2/15,30,16,3,2,Gillette Stadium,/api/v1/venues/null
2014030232,20142015,Postseason,5/4/15,30,16,1,2,Gillette Stadium,/api/v1/venues/null
2014030233,20142015,Postseason,5/6/15,16,30,1,0,Exploria Stadium,/api/v1/venues/null
2014030234,20142015,Postseason,5/8/15,16,30,2,3,Exploria Stadium,/api/v1/venues/null
2013030321,20132014,Postseason,5/18/14,26,16,1,3,Gillette Stadium,/api/v1/venues/null
2013030322,20132014,Postseason,5/22/14,26,16,4,2,Gillette Stadium,/api/v1/venues/null
2013030323,20132014,Postseason,5/25/14,16,26,3,2,Nippert Stadium,/api/v1/venues/null
2013030324,20132014,Postseason,5/27/14,16,26,2,3,Nippert Stadium,/api/v1/venues/null
2013030325,20132014,Postseason,5/29/14,26,16,2,3,Gillette Stadium,/api/v1/venues/null
2013030326,20132014,Postseason,5/31/14,16,26,2,3,Nippert Stadium,/api/v1/venues/null
2013030327,20132014,Postseason,6/2/14,26,16,3,2,Gillette Stadium,/api/v1/venues/null
2015030221,20152016,Postseason,4/29/16,5,15,3,2,Providence Park,/api/v1/venues/null
2015030222,20152016,Postseason,5/1/16,5,15,2,1,Providence Park,/api/v1/venues/null
2015030223,20152016,Postseason,5/3/16,15,5,2,3,Children's Mercy Park,/api/v1/venues/null
2015030224,20152016,Postseason,5/5/16,15,5,2,3,Children's Mercy Park,/api/v1/venues/null
2015030225,20152016,Postseason,5/7/16,5,15,1,3,Providence Park,/api/v1/venues/null
2015030226,20152016,Postseason,5/11/16,15,5,3,2,Children's Mercy Park,/api/v1/venues/null
2015030111,20152016,Postseason,4/15/16,2,13,3,2,BBVA Stadium,/api/v1/venues/null
2015030112,20152016,Postseason,4/15/16,2,13,1,3,BBVA Stadium,/api/v1/venues/null
2015030113,20152016,Postseason,4/18/16,13,2,3,2,Centruy Link Field,/api/v1/venues/null
2015030114,20152016,Postseason,4/21/16,13,2,2,1,Centruy Link Field,/api/v1/venues/null
2015030115,20152016,Postseason,4/23/16,2,13,2,1,BBVA Stadium,/api/v1/venues/null
2015030116,20152016,Postseason,4/24/16,13,2,1,2,Centruy Link Field,/api/v1/venues/null
2013030171,20132014,Postseason,4/17/14,25,24,3,2,Rio Tinto Stadium,/api/v1/venues/null
2013030172,20132014,Postseason,4/19/14,25,24,2,3,Rio Tinto Stadium,/api/v1/venues/null
2013030173,20132014,Postseason,4/22/14,24,25,0,3,SeatGeek Stadium,/api/v1/venues/null
2013030174,20132014,Postseason,4/24/14,24,25,2,2,SeatGeek Stadium,/api/v1/venues/null
2013030175,20132014,Postseason,4/26/14,25,24,2,4,Rio Tinto Stadium,/api/v1/venues/null
2013030176,20132014,Postseason,4/28/14,24,25,3,2,SeatGeek Stadium,/api/v1/venues/null
2016030231,20162017,Postseason,4/27/17,18,19,2,3,Talen Energy Stadium,/api/v1/venues/null
2016030232,20162017,Postseason,4/29/17,18,19,2,3,Talen Energy Stadium,/api/v1/venues/null
2016030233,20162017,Postseason,4/30/17,19,18,1,3,Allianz Field,/api/v1/venues/null
2016030234,20162017,Postseason,5/3/17,19,18,1,2,Allianz Field,/api/v1/venues/null
2016030235,20162017,Postseason,5/6/17,18,19,1,2,Talen Energy Stadium,/api/v1/venues/null
2016030236,20162017,Postseason,5/7/17,19,18,1,3,Allianz Field,/api/v1/venues/null
2015030161,20152016,Postseason,4/14/16,16,19,0,1,Talen Energy Stadium,/api/v1/venues/null
2015030162,20152016,Postseason,4/16/16,16,19,3,2,Talen Energy Stadium,/api/v1/venues/null
2015030163,20152016,Postseason,4/17/16,19,16,3,2,Gillette Stadium,/api/v1/venues/null
2015030164,20152016,Postseason,4/20/16,19,16,2,3,Gillette Stadium,/api/v1/venues/null
2015030165,20152016,Postseason,4/22/16,16,19,2,3,Talen Energy Stadium,/api/v1/venues/null
2015030166,20152016,Postseason,4/24/16,19,16,3,4,Gillette Stadium,/api/v1/venues/null
2015030167,20152016,Postseason,4/26/16,16,19,2,3,Talen Energy Stadium,/api/v1/venues/null
2014030221,20142015,Postseason,4/30/15,15,3,2,1,BBVA Stadium,/api/v1/venues/null
2014030222,20142015,Postseason,5/2/15,15,3,2,3,BBVA Stadium,/api/v1/venues/null
2014030223,20142015,Postseason,5/4/15,3,15,0,1,Providence Park,/api/v1/venues/null
2014030224,20142015,Postseason,5/6/15,3,15,1,2,Providence Park,/api/v1/venues/null
2014030225,20142015,Postseason,5/8/15,15,3,1,2,BBVA Stadium,/api/v1/venues/null
2014030226,20142015,Postseason,5/10/15,3,15,2,3,Providence Park,/api/v1/venues/null
2014030227,20142015,Postseason,5/13/15,15,3,1,2,BBVA Stadium,/api/v1/venues/null
2014030211,20142015,Postseason,5/1/15,14,8,2,1,Red Bull Arena,/api/v1/venues/null
2014030212,20142015,Postseason,5/3/15,14,8,4,2,Red Bull Arena,/api/v1/venues/null
2014030213,20142015,Postseason,5/6/15,8,14,1,2,Audi Field,/api/v1/venues/null
2014030214,20142015,Postseason,5/7/15,8,14,4,2,Audi Field,/api/v1/venues/null
2014030215,20142015,Postseason,5/9/15,14,8,1,2,Red Bull Arena,/api/v1/venues/null
2014030216,20142015,Postseason,5/12/15,8,14,1,2,Audi Field,/api/v1/venues/null
2016030131,20162017,Postseason,4/13/17,10,15,2,3,Providence Park,/api/v1/venues/null
2016030132,20162017,Postseason,4/15/17,10,15,2,3,Providence Park,/api/v1/venues/null
2016030133,20162017,Postseason,4/17/17,15,10,3,2,WakeMed Soccer Park,/api/v1/venues/null
2016030134,20162017,Postseason,4/19/17,15,10,3,2,WakeMed Soccer Park,/api/v1/venues/null
2016030135,20162017,Postseason,4/21/17,10,15,1,2,Providence Park,/api/v1/venues/null
2016030136,20162017,Postseason,4/23/17,15,10,2,1,WakeMed Soccer Park,/api/v1/venues/null
2016030141,20162017,Postseason,4/12/17,29,5,1,3,Children's Mercy Park,/api/v1/venues/null
2016030142,20162017,Postseason,4/14/17,29,5,1,2,Children's Mercy Park,/api/v1/venues/null
2016030143,20162017,Postseason,4/16/17,5,29,3,2,Exploria Stadium,/api/v1/venues/null
2016030144,20162017,Postseason,4/18/17,5,29,2,3,Exploria Stadium,/api/v1/venues/null
2016030145,20162017,Postseason,4/20/17,29,5,2,3,Children's Mercy Park,/api/v1/venues/null
2014030141,20142015,Postseason,4/15/15,2,15,2,1,Providence Park,/api/v1/venues/null
2014030142,20142015,Postseason,4/17/15,2,15,3,2,Providence Park,/api/v1/venues/null
2014030143,20142015,Postseason,4/19/15,15,2,1,2,Centruy Link Field,/api/v1/venues/null
2014030144,20142015,Postseason,4/21/15,15,2,2,1,Centruy Link Field,/api/v1/venues/null
2014030145,20142015,Postseason,4/23/15,2,15,1,3,Providence Park,/api/v1/venues/null
2014030146,20142015,Postseason,4/25/15,15,2,1,3,Centruy Link Field,/api/v1/venues/null
2014030147,20142015,Postseason,4/27/15,2,15,1,2,Providence Park,/api/v1/venues/null
2016030161,20162017,Postseason,4/13/17,19,30,2,1,Exploria Stadium,/api/v1/venues/null
2016030162,20162017,Postseason,4/15/17,19,30,2,1,Exploria Stadium,/api/v1/venues/null
2016030163,20162017,Postseason,4/16/17,30,19,1,3,Talen Energy Stadium,/api/v1/venues/null
2016030164,20162017,Postseason,4/20/17,30,19,2,0,Talen Energy Stadium,/api/v1/venues/null
2016030165,20162017,Postseason,4/22/17,19,30,2,3,Exploria Stadium,/api/v1/venues/null
2015030311,20152016,Postseason,5/14/16,14,5,3,1,Children's Mercy Park,/api/v1/venues/null
2015030312,20152016,Postseason,5/17/16,14,5,2,3,Children's Mercy Park,/api/v1/venues/null
2015030313,20152016,Postseason,5/19/16,5,14,2,2,Audi Field,/api/v1/venues/null
2015030314,20152016,Postseason,5/21/16,5,14,3,2,Audi Field,/api/v1/venues/null
2015030315,20152016,Postseason,5/23/16,14,5,2,3,Children's Mercy Park,/api/v1/venues/null
2015030316,20152016,Postseason,5/25/16,5,14,3,2,Audi Field,/api/v1/venues/null
2015030317,20152016,Postseason,5/27/16,14,5,1,2,Children's Mercy Park,/api/v1/venues/null
2016030221,20162017,Postseason,4/27/17,5,15,3,2,Providence Park,/api/v1/venues/null
2016030222,20162017,Postseason,4/30/17,5,15,4,2,Providence Park,/api/v1/venues/null
2016030223,20162017,Postseason,5/1/17,15,5,3,2,Children's Mercy Park,/api/v1/venues/null
2016030224,20162017,Postseason,5/3/17,15,5,2,3,Children's Mercy Park,/api/v1/venues/null
2016030225,20162017,Postseason,5/6/17,5,15,2,2,Providence Park,/api/v1/venues/null
2016030226,20162017,Postseason,5/8/17,15,5,3,2,Children's Mercy Park,/api/v1/venues/null
2016030227,20162017,Postseason,5/10/17,5,15,2,0,Providence Park,/api/v1/venues/null
2014030171,20142015,Postseason,4/17/15,52,24,2,2,Rio Tinto Stadium,/api/v1/venues/null
2014030172,20142015,Postseason,4/19/15,52,24,1,2,Rio Tinto Stadium,/api/v1/venues/null
2014030173,20142015,Postseason,4/21/15,24,52,3,2,Providence Park,/api/v1/venues/null
2014030174,20142015,Postseason,4/23/15,24,52,3,2,Providence Park,/api/v1/venues/null
2017030241,20172018,Postseason,4/27/18,28,54,0,5,Cheney Stadium,/api/v1/venues/null
2017030242,20172018,Postseason,4/29/18,28,54,2,3,Cheney Stadium,/api/v1/venues/null
2017030243,20172018,Postseason,5/1/18,54,28,2,3,Banc of California Stadium,/api/v1/venues/null
2017030244,20172018,Postseason,5/3/18,54,28,0,2,Banc of California Stadium,/api/v1/venues/null
2017030245,20172018,Postseason,5/5/18,28,54,3,3,Cheney Stadium,/api/v1/venues/null
2017030246,20172018,Postseason,5/6/18,54,28,3,0,Banc of California Stadium,/api/v1/venues/null
2017030181,20172018,Postseason,4/13/18,28,24,3,0,Rio Tinto Stadium,/api/v1/venues/null
2017030182,20172018,Postseason,4/15/18,28,24,3,2,Rio Tinto Stadium,/api/v1/venues/null
2017030183,20172018,Postseason,4/17/18,24,28,1,6,Banc of California Stadium,/api/v1/venues/null
2017030184,20172018,Postseason,4/19/18,24,28,1,2,Banc of California Stadium,/api/v1/venues/null
2017030311,20172018,Postseason,5/12/18,15,14,2,2,Audi Field,/api/v1/venues/null
2017030312,20172018,Postseason,5/14/18,15,14,4,2,Audi Field,/api/v1/venues/null
2017030313,20172018,Postseason,5/16/18,14,15,2,2,Providence Park,/api/v1/venues/null
2017030314,20172018,Postseason,5/18/18,14,15,2,2,Providence Park,/api/v1/venues/null
2017030315,20172018,Postseason,5/19/18,15,14,2,3,Audi Field,/api/v1/venues/null
2017030316,20172018,Postseason,5/22/18,14,15,0,3,Providence Park,/api/v1/venues/null
2017030317,20172018,Postseason,5/24/18,15,14,2,0,Audi Field,/api/v1/venues/null
2017030131,20172018,Postseason,4/12/18,29,15,2,3,Providence Park,/api/v1/venues/null
2017030132,20172018,Postseason,4/15/18,29,15,3,2,Providence Park,/api/v1/venues/null
2017030133,20172018,Postseason,4/17/18,15,29,3,2,Exploria Stadium,/api/v1/venues/null
2017030134,20172018,Postseason,4/19/18,15,29,2,1,Exploria Stadium,/api/v1/venues/null
2017030135,20172018,Postseason,4/21/18,29,15,3,2,Providence Park,/api/v1/venues/null
2017030136,20172018,Postseason,4/23/18,15,29,4,3,Exploria Stadium,/api/v1/venues/null
2017030231,20172018,Postseason,4/28/18,52,18,2,1,Allianz Field,/api/v1/venues/null
2017030232,20172018,Postseason,4/29/18,52,18,2,3,Allianz Field,/api/v1/venues/null
2017030233,20172018,Postseason,5/2/18,18,52,2,5,Providence Park,/api/v1/venues/null
2017030234,20172018,Postseason,5/4/18,18,52,2,1,Providence Park,/api/v1/venues/null
2017030235,20172018,Postseason,5/6/18,52,18,4,2,Allianz Field,/api/v1/venues/null
2017030236,20172018,Postseason,5/8/18,18,52,2,0,Providence Park,/api/v1/venues/null
2017030237,20172018,Postseason,5/11/18,52,18,3,1,Allianz Field,/api/v1/venues/null
2017030171,20172018,Postseason,4/12/18,26,54,0,1,Cheney Stadium,/api/v1/venues/null
2017030172,20172018,Postseason,4/14/18,26,54,1,2,Cheney Stadium,/api/v1/venues/null
2017030173,20172018,Postseason,4/16/18,54,26,3,2,Nippert Stadium,/api/v1/venues/null
2017030174,20172018,Postseason,4/18/18,54,26,1,0,Nippert Stadium,/api/v1/venues/null
2017030211,20172018,Postseason,4/28/18,6,14,4,2,Audi Field,/api/v1/venues/null
2017030212,20172018,Postseason,4/30/18,6,14,2,2,Audi Field,/api/v1/venues/null
2017030213,20172018,Postseason,5/2/18,14,6,2,1,Toyota Stadium,/api/v1/venues/null
2017030214,20172018,Postseason,5/4/18,14,6,2,3,Toyota Stadium,/api/v1/venues/null
2017030215,20172018,Postseason,5/6/18,6,14,1,3,Audi Field,/api/v1/venues/null
2017030141,20172018,Postseason,4/11/18,4,5,0,5,Children's Mercy Park,/api/v1/venues/null
2017030142,20172018,Postseason,4/13/18,4,5,3,1,Children's Mercy Park,/api/v1/venues/null
2017030143,20172018,Postseason,4/15/18,5,4,3,1,SeatGeek Stadium,/api/v1/venues/null
2017030144,20172018,Postseason,4/18/18,5,4,3,0,SeatGeek Stadium,/api/v1/venues/null
2017030145,20172018,Postseason,4/20/18,4,5,2,2,Children's Mercy Park,/api/v1/venues/null
2017030146,20172018,Postseason,4/22/18,5,4,6,3,SeatGeek Stadium,/api/v1/venues/null
2017030111,20172018,Postseason,4/12/18,1,14,2,3,Audi Field,/api/v1/venues/null
2017030112,20172018,Postseason,4/14/18,1,14,3,3,Audi Field,/api/v1/venues/null
2017030113,20172018,Postseason,4/16/18,14,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2017030114,20172018,Postseason,4/18/18,14,1,3,1,Mercedes-Benz Stadium,/api/v1/venues/null
2017030115,20172018,Postseason,4/21/18,1,14,1,3,Audi Field,/api/v1/venues/null
2017030321,20172018,Postseason,5/12/18,54,52,2,2,Providence Park,/api/v1/venues/null
2017030322,20172018,Postseason,5/15/18,54,52,3,1,Providence Park,/api/v1/venues/null
2017030323,20172018,Postseason,5/17/18,52,54,2,2,Cheney Stadium,/api/v1/venues/null
2017030324,20172018,Postseason,5/19/18,52,54,2,3,Cheney Stadium,/api/v1/venues/null
2017030325,20172018,Postseason,5/20/18,54,52,2,1,Providence Park,/api/v1/venues/null
2017030121,20172018,Postseason,4/12/18,10,6,1,3,Toyota Stadium,/api/v1/venues/null
2017030122,20172018,Postseason,4/15/18,10,6,3,5,Toyota Stadium,/api/v1/venues/null
2017030123,20172018,Postseason,4/16/18,6,10,2,2,WakeMed Soccer Park,/api/v1/venues/null
2017030124,20172018,Postseason,4/19/18,6,10,3,1,WakeMed Soccer Park,/api/v1/venues/null
2017030125,20172018,Postseason,4/22/18,10,6,2,3,Toyota Stadium,/api/v1/venues/null
2017030126,20172018,Postseason,4/23/18,6,10,1,3,WakeMed Soccer Park,/api/v1/venues/null
